BINCODE	NAME	IDENTIFIER	DESCRIPTION	TYPE
-1	root
35.2	not assigned.unknown	gi|351616978|gb|JP471279.1|	  TSA: Cannabis sativa PK02504.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351613763|gb|JP468064.1|	  TSA: Cannabis sativa PK17109.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351607631|gb|JP461951.1|	  TSA: Cannabis sativa PK28003.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351600187|gb|JP454659.1|	  TSA: Cannabis sativa PK17146.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351602939|gb|JP457300.1|	  TSA: Cannabis sativa PK00865.3_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351619238|gb|JP473539.1|	  TSA: Cannabis sativa PK06182.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351617242|gb|JP471543.1|	  TSA: Cannabis sativa PK17902.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351614872|gb|JP469173.1|	  TSA: Cannabis sativa PK07868.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351614310|gb|JP468611.1|	  TSA: Cannabis sativa PK05883.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351620531|gb|JP474832.1|	  TSA: Cannabis sativa PK11723.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351615944|gb|JP470245.1|	  TSA: Cannabis sativa PK05303.7_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351613791|gb|JP468092.1|	  TSA: Cannabis sativa PK14504.2_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351614013|gb|JP468314.1|	  TSA: Cannabis sativa PK12132.20_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351601110|gb|JP455563.1|	  TSA: Cannabis sativa PK18050.2_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351605126|gb|JP459473.1|	  TSA: Cannabis sativa PK15947.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351608246|gb|JP462556.1|	  TSA: Cannabis sativa PK03562.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351615942|gb|JP470243.1|	  TSA: Cannabis sativa PK26962.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351610949|gb|JP465250.1|	  TSA: Cannabis sativa PK05337.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351620621|gb|JP474922.1|	  TSA: Cannabis sativa PK13136.3_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351616282|gb|JP470583.1|	  TSA: Cannabis sativa PK01672.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351605003|gb|JP459351.1|	  TSA: Cannabis sativa PK07102.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351610143|gb|JP464444.1|	  TSA: Cannabis sativa PK18329.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351601442|gb|JP455887.1|	  TSA: Cannabis sativa PK00661.2_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351607317|gb|JP461639.1|	  TSA: Cannabis sativa PK28757.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351618837|gb|JP473138.1|	  TSA: Cannabis sativa PK26207.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351612445|gb|JP466746.1|	  TSA: Cannabis sativa PK25121.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351620750|gb|JP475051.1|	  TSA: Cannabis sativa PK07958.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351618918|gb|JP473219.1|	  TSA: Cannabis sativa PK00739.2_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351601433|gb|JP455878.1|	  TSA: Cannabis sativa PK17114.3_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351611864|gb|JP466165.1|	  TSA: Cannabis sativa PK25185.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351591210|gb|JP449664.1|	  TSA: Cannabis sativa PK07853.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351624194|gb|JP478495.1|	  TSA: Cannabis sativa PK05752.2_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351611030|gb|JP465331.1|	  TSA: Cannabis sativa PK20345.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351606152|gb|JP460485.1|	  TSA: Cannabis sativa PK12112.15_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351601432|gb|JP455877.1|	  TSA: Cannabis sativa PK21882.2_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351617363|gb|JP471664.1|	  TSA: Cannabis sativa PK19715.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351614303|gb|JP468604.1|	  TSA: Cannabis sativa PK13231.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351601642|gb|JP456084.1|	  TSA: Cannabis sativa PK04565.2_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351612429|gb|JP466730.1|	  TSA: Cannabis sativa PK04722.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351605004|gb|JP459352.1|	  TSA: Cannabis sativa PK28291.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351618862|gb|JP473163.1|	  TSA: Cannabis sativa PK10912.2_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351614240|gb|JP468541.1|	  TSA: Cannabis sativa PK14330.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351598222|gb|JP452750.1|	  TSA: Cannabis sativa PK00656.3_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351627783|gb|JP480666.1|	  TSA: Cannabis sativa PK26509.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351608897|gb|JP463198.1|	  TSA: Cannabis sativa PK17916.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351601807|gb|JP456245.1|	  TSA: Cannabis sativa PK08202.2_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351620646|gb|JP474947.1|	  TSA: Cannabis sativa PK12431.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351616541|gb|JP470842.1|	  TSA: Cannabis sativa PK06186.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351600568|gb|JP455034.1|	  TSA: Cannabis sativa PK16480.2_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351600823|gb|JP455282.1|	  TSA: Cannabis sativa PK18643.2_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351622155|gb|JP476456.1|	  TSA: Cannabis sativa PK02291.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351595704|gb|JP450269.1|	  TSA: Cannabis sativa PK13136.8_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351620326|gb|JP474627.1|	  TSA: Cannabis sativa PK17244.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351610373|gb|JP464674.1|	  TSA: Cannabis sativa PK08038.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351618773|gb|JP473074.1|	  TSA: Cannabis sativa PK02147.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351596944|gb|JP451497.1|	  TSA: Cannabis sativa PK14845.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351598954|gb|JP453459.1|	  TSA: Cannabis sativa PK00994.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351611005|gb|JP465306.1|	  TSA: Cannabis sativa PK23628.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351602995|gb|JP457355.1|	  TSA: Cannabis sativa PK15092.7_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351605017|gb|JP459365.1|	  TSA: Cannabis sativa PK13244.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351618723|gb|JP473024.1|	  TSA: Cannabis sativa PK13304.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351603546|gb|JP457903.1|	  TSA: Cannabis sativa PK13314.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351619051|gb|JP473352.1|	  TSA: Cannabis sativa PK24116.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351591414|gb|JP449861.1|	  TSA: Cannabis sativa PK10854.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351605172|gb|JP459519.1|	  TSA: Cannabis sativa PK14217.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351607804|gb|JP462120.1|	  TSA: Cannabis sativa PK21934.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351610134|gb|JP464435.1|	  TSA: Cannabis sativa PK01927.5_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351603570|gb|JP457927.1|	  TSA: Cannabis sativa PK00702.3_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351604923|gb|JP459271.1|	  TSA: Cannabis sativa PK12681.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351624908|gb|JP479209.1|	  TSA: Cannabis sativa PK11604.2_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351620572|gb|JP474873.1|	  TSA: Cannabis sativa PK10506.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351620338|gb|JP474639.1|	  TSA: Cannabis sativa PK01494.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351612389|gb|JP466690.1|	  TSA: Cannabis sativa PK27797.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351622272|gb|JP476573.1|	  TSA: Cannabis sativa PK09398.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351611932|gb|JP466233.1|	  TSA: Cannabis sativa PK26904.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351617984|gb|JP472285.1|	  TSA: Cannabis sativa PK26466.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351600634|gb|JP455098.1|	  TSA: Cannabis sativa PK21059.2_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351602100|gb|JP456533.1|	  TSA: Cannabis sativa PK04523.2_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351598529|gb|JP453046.1|	  TSA: Cannabis sativa PK11978.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351610829|gb|JP465130.1|	  TSA: Cannabis sativa PK09668.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351610591|gb|JP464892.1|	  TSA: Cannabis sativa PK01795.8_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351613579|gb|JP467880.1|	  TSA: Cannabis sativa PK01077.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351605460|gb|JP459805.1|	  TSA: Cannabis sativa PK13825.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351602412|gb|JP456836.1|	  TSA: Cannabis sativa PK01436.4_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351622207|gb|JP476508.1|	  TSA: Cannabis sativa PK18479.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351615451|gb|JP469752.1|	  TSA: Cannabis sativa PK17720.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351610104|gb|JP464405.1|	  TSA: Cannabis sativa PK18299.2_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351602081|gb|JP456514.1|	  TSA: Cannabis sativa PK10102.3_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351617176|gb|JP471477.1|	  TSA: Cannabis sativa PK11598.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351615655|gb|JP469956.1|	  TSA: Cannabis sativa PK13499.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351615128|gb|JP469429.1|	  TSA: Cannabis sativa PK06278.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351614186|gb|JP468487.1|	  TSA: Cannabis sativa PK10228.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351605189|gb|JP459536.1|	  TSA: Cannabis sativa PK11342.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351623098|gb|JP477399.1|	  TSA: Cannabis sativa PK01102.3_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351604552|gb|JP458903.1|	  TSA: Cannabis sativa PK00518.3_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351622100|gb|JP476401.1|	  TSA: Cannabis sativa PK06839.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351608619|gb|JP462924.1|	  TSA: Cannabis sativa PK04969.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351611580|gb|JP465881.1|	  TSA: Cannabis sativa PK01256.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351596177|gb|JP450735.1|	  TSA: Cannabis sativa PK21482.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351609596|gb|JP463897.1|	  TSA: Cannabis sativa PK18357.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351618993|gb|JP473294.1|	  TSA: Cannabis sativa PK29182.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351590812|gb|JP449270.1|	  TSA: Cannabis sativa PK21791.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351618107|gb|JP472408.1|	  TSA: Cannabis sativa PK02933.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351615523|gb|JP469824.1|	  TSA: Cannabis sativa PK07031.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351611407|gb|JP465708.1|	  TSA: Cannabis sativa PK11188.2_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351610067|gb|JP464368.1|	  TSA: Cannabis sativa PK24758.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351620746|gb|JP475047.1|	  TSA: Cannabis sativa PK22111.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351617015|gb|JP471316.1|	  TSA: Cannabis sativa PK06010.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351613696|gb|JP467997.1|	  TSA: Cannabis sativa PK12644.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351591635|gb|JP450081.1|	  TSA: Cannabis sativa PK07479.4_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351621127|gb|JP475428.1|	  TSA: Cannabis sativa PK02618.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351620779|gb|JP475080.1|	  TSA: Cannabis sativa PK28429.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351628105|gb|JP480988.1|	  TSA: Cannabis sativa PK12885.3_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351609448|gb|JP463749.1|	  TSA: Cannabis sativa PK16544.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351604696|gb|JP459046.1|	  TSA: Cannabis sativa PK11564.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351618547|gb|JP472848.1|	  TSA: Cannabis sativa PK18590.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351608790|gb|JP463094.1|	  TSA: Cannabis sativa PK16584.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351612678|gb|JP466979.1|	  TSA: Cannabis sativa PK05591.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351609357|gb|JP463658.1|	  TSA: Cannabis sativa PK00236.2_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351601002|gb|JP455458.1|	  TSA: Cannabis sativa PK14436.3_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351602994|gb|JP457354.1|	  TSA: Cannabis sativa PK04759.5_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351615492|gb|JP469793.1|	  TSA: Cannabis sativa PK18046.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351612845|gb|JP467146.1|	  TSA: Cannabis sativa PK29767.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351608083|gb|JP462394.1|	  TSA: Cannabis sativa PK11864.2_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351615460|gb|JP469761.1|	  TSA: Cannabis sativa PK17787.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351614780|gb|JP469081.1|	  TSA: Cannabis sativa PK19730.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351599152|gb|JP453653.1|	  TSA: Cannabis sativa PK05114.2_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351602386|gb|JP456811.1|	  TSA: Cannabis sativa PK10003.3_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351601580|gb|JP456022.1|	  TSA: Cannabis sativa PK15393.2_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351604096|gb|JP458450.1|	  TSA: Cannabis sativa PK01425.2_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351623080|gb|JP477381.1|	  TSA: Cannabis sativa PK03814.2_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351621743|gb|JP476044.1|	  TSA: Cannabis sativa PK05638.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351603472|gb|JP457830.1|	  TSA: Cannabis sativa PK13118.3_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351598117|gb|JP452649.1|	  TSA: Cannabis sativa PK29657.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351604773|gb|JP459122.1|	  TSA: Cannabis sativa PK10569.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351617846|gb|JP472147.1|	  TSA: Cannabis sativa PK11911.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351614492|gb|JP468793.1|	  TSA: Cannabis sativa PK15825.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351621011|gb|JP475312.1|	  TSA: Cannabis sativa PK14063.2_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351590686|gb|JP449145.1|	  TSA: Cannabis sativa PK01374.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351598127|gb|JP452659.1|	  TSA: Cannabis sativa PK29816.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351617356|gb|JP471657.1|	  TSA: Cannabis sativa PK06526.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351612832|gb|JP467133.1|	  TSA: Cannabis sativa PK01120.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351615548|gb|JP469849.1|	  TSA: Cannabis sativa PK25704.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351622891|gb|JP477192.1|	  TSA: Cannabis sativa PK08162.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351622634|gb|JP476935.1|	  TSA: Cannabis sativa PK19952.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351596021|gb|JP450580.1|	  TSA: Cannabis sativa PK22648.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351604060|gb|JP458414.1|	  TSA: Cannabis sativa PK22581.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351620166|gb|JP474467.1|	  TSA: Cannabis sativa PK06692.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351608266|gb|JP462575.1|	  TSA: Cannabis sativa PK18030.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351596736|gb|JP451291.1|	  TSA: Cannabis sativa PK21042.2_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351618233|gb|JP472534.1|	  TSA: Cannabis sativa PK26511.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351606919|gb|JP461244.1|	  TSA: Cannabis sativa PK21976.2_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351612094|gb|JP466395.1|	  TSA: Cannabis sativa PK01554.3_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351614573|gb|JP468874.1|	  TSA: Cannabis sativa PK13703.2_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351600134|gb|JP454610.1|	  TSA: Cannabis sativa PK15720.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351615679|gb|JP469980.1|	  TSA: Cannabis sativa PK07422.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351591344|gb|JP449792.1|	  TSA: Cannabis sativa PK23546.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351623250|gb|JP477551.1|	  TSA: Cannabis sativa PK02188.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351620691|gb|JP474992.1|	  TSA: Cannabis sativa PK12636.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351609314|gb|JP463615.1|	  TSA: Cannabis sativa PK06034.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351610270|gb|JP464571.1|	  TSA: Cannabis sativa PK05061.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351602615|gb|JP457036.1|	  TSA: Cannabis sativa PK13161.2_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351597988|gb|JP452522.1|	  TSA: Cannabis sativa PK15006.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351623634|gb|JP477935.1|	  TSA: Cannabis sativa PK28937.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351617345|gb|JP471646.1|	  TSA: Cannabis sativa PK17329.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351625378|gb|JP479679.1|	  TSA: Cannabis sativa PK28641.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351598259|gb|JP452785.1|	  TSA: Cannabis sativa PK22129.1_3.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351602111|gb|JP456544.1|	  TSA: Cannabis sativa PK01204.2_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351607089|gb|JP461413.1|	  TSA: Cannabis sativa PK10897.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351591351|gb|JP449799.1|	  TSA: Cannabis sativa PK16333.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351618795|gb|JP473096.1|	  TSA: Cannabis sativa PK27999.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351615515|gb|JP469816.1|	  TSA: Cannabis sativa PK25510.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351619654|gb|JP473955.1|	  TSA: Cannabis sativa PK26527.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351620863|gb|JP475164.1|	  TSA: Cannabis sativa PK09678.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351617054|gb|JP471355.1|	  TSA: Cannabis sativa PK09665.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351613453|gb|JP467754.1|	  TSA: Cannabis sativa PK24707.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351610398|gb|JP464699.1|	  TSA: Cannabis sativa PK22310.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351620994|gb|JP475295.1|	  TSA: Cannabis sativa PK17885.3_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351613863|gb|JP468164.1|	  TSA: Cannabis sativa PK22491.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351605490|gb|JP459835.1|	  TSA: Cannabis sativa PK07925.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351608856|gb|JP463158.1|	  TSA: Cannabis sativa PK19594.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351614146|gb|JP468447.1|	  TSA: Cannabis sativa PK08292.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351622307|gb|JP476608.1|	  TSA: Cannabis sativa PK09857.2_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351615776|gb|JP470077.1|	  TSA: Cannabis sativa PK28536.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351623834|gb|JP478135.1|	  TSA: Cannabis sativa PK15676.2_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351615965|gb|JP470266.1|	  TSA: Cannabis sativa PK17626.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351612719|gb|JP467020.1|	  TSA: Cannabis sativa PK23841.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351590703|gb|JP449162.1|	  TSA: Cannabis sativa PK24104.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351623123|gb|JP477424.1|	  TSA: Cannabis sativa PK20308.2_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351627271|gb|JP480154.1|	  TSA: Cannabis sativa PK06100.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351614958|gb|JP469259.1|	  TSA: Cannabis sativa PK27654.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351601037|gb|JP455491.1|	  TSA: Cannabis sativa PK01894.2_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351623852|gb|JP478153.1|	  TSA: Cannabis sativa PK02120.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351601280|gb|JP455728.1|	  TSA: Cannabis sativa PK29506.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351609426|gb|JP463727.1|	  TSA: Cannabis sativa PK18527.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351615181|gb|JP469482.1|	  TSA: Cannabis sativa PK17957.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351610691|gb|JP464992.1|	  TSA: Cannabis sativa PK29030.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351610279|gb|JP464580.1|	  TSA: Cannabis sativa PK17930.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351607432|gb|JP461753.1|	  TSA: Cannabis sativa PK20034.1_1.CasaPuKu mRNA sequence	T
